period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,469,228,4401503,7734,19,19528,24517,3714,704759,1882,206992,4152,0.01,99318
1,4459,11585,4569675,12722,19,19528,24517,5262,721431,1882,206992,4152,0.00,99318
2,4459,14204,5555421,13805,19,19528,24517,6561,734168,1882,206992,4152,0.00,99318
3,24019,16797,6493361,72788,19,19528,24517,8240,781642,1882,206992,4152,2.02,99318
4,132331,20016,8094668,286227,19,19528,24517,9433,998031,1882,206992,4152,15.13,99318
5,135927,22420,8171916,354637,19,19528,24517,11034,1030643,1882,206992,4152,0.94,99318
6,240997,24732,9726699,619496,19,19528,24517,12289,1246929,1882,206992,4152,15.11,99318
7,248880,27506,9845393,698783,19,19528,24517,13861,1287854,1882,206992,4152,1.58,99318
8,352718,30246,11354313,962963,19,19528,24517,15196,1503664,1882,206992,4152,15.10,99318
9,401715,32902,11413039,1096778,19,19528,24517,16739,1623921,1882,206992,4152,7.46,99318
10,459092,35996,12244156,1268439,19,19528,24517,18238,1753386,1882,206992,4152,8.11,99318
11,516925,39089,13069913,1443657,19,19528,24517,19866,1891646,1882,206992,4152,8.75,99318
12,575706,41867,13896712,1619132,19,19528,24517,21533,2023895,1882,206992,4152,8.51,99318
13,624256,44948,14747036,1776503,19,19528,24517,23303,2141965,1882,206992,4152,7.32,99318
14,676828,52491,16273907,1950015,19,19528,24517,24780,2268848,1882,206992,4152,7.92,99318
15,742374,63453,16407202,2159313,19,19528,24517,26418,2413872,1882,206992,4152,9.58,99318
16,800178,66423,17237748,2309435,19,19528,24517,27975,2549822,1882,206992,4152,8.63,99318
17,849516,69560,18083197,2469172,19,19528,24517,29643,2668250,1882,206992,4152,7.49,99318
18,910637,72565,18910978,2625294,19,19528,24517,31302,2801441,1882,206992,4152,8.69,99318
19,969083,75709,19738224,2767462,19,19528,24517,32866,2934050,1882,206992,4152,8.63,99318
20,1020639,78852,20579021,2930414,19,19528,24517,34538,3055944,1882,206992,4152,7.55,99318
21,1069503,81709,22084168,3059797,19,19528,24517,35817,3170375,1882,206992,4152,7.34,99318
22,1136112,84660,22240060,3253721,19,19528,24517,37276,3321459,1882,206992,4152,9.92,99318
23,1185230,87792,23085625,3394544,19,19528,24517,39201,3442852,1882,206992,4152,7.55,99318
24,1244538,90935,23913553,3569511,19,19528,24517,40864,3575833,1882,206992,4152,8.63,99318
25,1289729,94082,24771315,3693735,19,19528,24517,42641,3685900,1882,206992,4152,6.87,99318
26,1359197,97371,25578759,3863719,19,19528,24517,43813,3837985,1882,206992,4152,10.18,99318
27,1411922,100138,26420589,4002209,19,19528,24517,45556,3960911,1882,206992,4152,7.75,99318
28,1471047,103280,27246848,4179623,19,19528,24517,47163,4096086,1882,206992,4152,8.63,99318
29,1519803,106414,28101292,4334757,19,19528,24517,48657,4210800,1882,206992,4152,7.23,99318
30,1579647,114715,28929860,4526257,19,19528,24517,50225,4351559,1882,206992,4152,8.95,99318
31,1636029,130342,29762621,4717693,19,19528,24517,51842,4489225,1882,206992,4152,8.62,99318
32,1639870,140522,30753887,5162484,19,19528,24517,54048,4527383,1882,206992,4152,0.77,99318
33,1699285,143362,31583568,5406028,19,19528,24517,55576,4658274,1882,206992,4152,8.19,99318
34,1800395,146220,32303236,5614980,19,19528,24517,57037,4875013,1882,206992,4152,15.00,99318
35,1852876,149436,33149004,5724425,19,19528,24517,58469,4994605,1882,206992,4152,7.68,99318
36,1895766,152559,34288947,5810227,19,19528,24517,59886,5090180,1882,206992,4152,6.20,99318
37,1966499,155480,34827561,5958952,19,19528,24517,61487,5245835,1882,206992,4152,10.31,99318
38,1967951,158688,35803248,5964723,19,19528,24517,62902,5265864,1882,206992,4152,0.19,99318
39,2093103,161835,36822614,6213468,19,19528,24517,64235,5513827,1882,206992,4152,17.92,99318
40,2111086,164407,37405148,6258934,19,19528,24517,65762,5573239,1882,206992,4152,2.95,99318
41,2185666,167544,38200140,6406735,19,19528,24517,67120,5728082,1882,206992,4152,10.71,99318
42,2193619,171452,39159491,6429060,19,19528,24517,68720,5763992,1882,206992,4152,1.08,99318
43,2325491,174110,39810625,6698537,19,19528,24517,69990,6034954,1882,206992,4152,19.29,99318
44,2371140,177698,40677721,6789995,19,19528,24517,71511,6137638,1882,206992,4152,6.34,99318
45,2408514,180398,41562410,6871028,19,19528,24517,72962,6228094,1882,206992,4152,5.70,99318
46,2415211,183524,42526129,6885978,19,19528,24517,74531,6256905,1882,206992,4152,0.87,99318
47,2548932,186123,43746608,7153944,19,19528,24517,75847,6526760,1882,206992,4152,19.56,99318
48,2552886,189155,44144577,7170237,19,19528,24517,77303,6557670,1882,206992,4152,0.62,99318
49,2635005,192266,44924509,7326577,19,19528,24517,78741,6724813,1882,206992,4152,11.49,99318
50,2697860,195480,45741952,7455071,19,19528,24517,80200,6865587,1882,206992,4152,9.27,99318
51,2773919,198413,46534163,7604233,19,19528,24517,81752,7025187,1882,206992,4152,10.77,99318
52,2840220,201646,47342186,7744666,19,19528,24517,83473,7174039,1882,206992,4152,9.76,99318
53,2884519,204639,48964935,7835983,19,19528,24517,84726,7272812,1882,206992,4152,6.24,99318
54,2922122,207735,49091941,7920211,19,19528,24517,86273,7367795,1882,206992,4152,5.78,99318
55,2967488,210854,49956119,8013030,19,19528,24517,87780,7470587,1882,206992,4152,6.28,99318
56,3051515,213687,50717428,8189159,19,19528,24517,89494,7657254,1882,206992,4152,12.29,99318
57,3062949,216948,51665543,8214562,19,19528,24517,91029,7695363,1882,206992,4152,1.34,99318
58,3183826,220007,52339254,8459175,19,19528,24517,92452,7941828,1882,206992,4152,17.44,99318
59,3195624,223225,53288995,8484946,19,19528,24517,94173,7980084,1882,206992,4152,1.48,99318
60,3275942,226357,54059924,8654235,19,19528,24517,95845,8157406,1882,206992,4152,12.11,99318
61,3297783,229480,54984830,8702107,19,19528,24517,97419,8216022,1882,206992,4152,2.92,99318
62,3397392,232608,55702347,8908605,19,19528,24517,98979,8432495,1882,206992,4152,14.80,99318
63,3411196,235800,57728196,8936856,19,19528,24517,100694,8474797,1882,206992,4152,1.71,99318
64,3514312,238773,57367941,9147919,19,19528,24517,102155,8692632,1882,206992,4152,15.14,99318
65,3526717,242088,59458453,9172845,19,19528,24517,103624,8730714,1882,206992,4152,1.45,99318
66,3631367,244725,59031553,9388422,19,19528,24517,105068,8952122,1882,206992,4152,15.39,99318
67,3645388,247943,59976470,9417269,19,19528,24517,106705,8994692,1882,206992,4152,1.86,99318
68,3745849,250853,60698988,9624284,19,19528,24517,108274,9209088,1882,206992,4152,14.68,99318
69,3790066,254075,61563808,9717964,19,19528,24517,109941,9313910,1882,206992,4152,6.55,99318
70,3805829,257621,63807875,9751600,19,19528,24517,111449,9362226,1882,206992,4152,2.28,99318
71,3912574,260506,63212458,9972519,19,19528,24517,112912,9587765,1882,206992,4152,15.64,99318
72,3957413,263728,64075703,10067815,19,19528,24517,114565,9695480,1882,206992,4152,6.61,99318
73,3986917,266874,64984900,10127131,19,19528,24517,116160,9765123,1882,206992,4152,4.13,99318
