period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,10599410,916735,36433583,146151081,18,19457,24367,211265,34454987,1837,290608,4152,13.07,99590
1,10661150,922910,36615305,146977017,18,19457,24367,212424,34651335,1837,290608,4152,13.42,99590
2,499,527,4375510,8111,18,19460,24113,3567,700590,1837,290608,4152,0.02,100423
3,3879,11747,4547111,12636,18,19460,24113,5021,715578,1837,290608,4152,0.00,100423
4,3879,14451,5531924,14163,18,19460,24113,6275,729001,1837,290608,4152,0.00,100423
5,82171,17125,6255077,807682,18,19460,24113,7506,945526,1837,290608,4152,15.35,100423
6,156529,20225,6743274,1623170,18,19460,24113,8723,1175768,1837,290608,4152,16.41,100423
7,225914,23435,7718015,2470883,18,19460,24113,9809,1387271,1837,290608,4152,14.82,100423
8,295298,26699,7051541,3302596,18,19460,24113,11015,1599890,1837,290608,4152,14.87,100423
9,363143,29817,9203658,4117285,18,19460,24113,12123,1807524,1837,290608,4152,14.53,100423
10,430039,33867,7410916,4918237,18,19460,24113,13297,2007962,1837,290608,4152,13.89,100423
11,499103,37120,10700327,5747787,18,19460,24113,14664,2219113,1837,290608,4152,14.78,100423
12,561900,39916,7772102,6531894,18,19460,24113,15841,2426113,1837,290608,4152,14.03,100423
13,633028,43526,7909245,7388888,18,19460,24113,16953,2644011,1837,290608,4152,15.34,100423
14,702993,47198,8043819,8247510,18,19460,24113,18086,2866333,1837,290608,4152,15.55,100423
15,773455,50467,8208047,9082038,18,19460,24113,19228,3086896,1837,290608,4152,15.17,100423
16,843159,53874,14423477,9936300,18,19460,24113,20395,3303339,1837,290608,4152,15.24,100423
17,910459,56617,8506229,10773561,18,19460,24113,21543,3519325,1837,290608,4152,15.17,100423
18,977621,63239,15914542,11616653,18,19460,24113,22646,3731204,1837,290608,4152,14.66,100423
19,1047737,74631,16670118,12451322,18,19460,24113,23801,3943222,1837,290608,4152,14.94,100423
20,1115666,77167,9004842,13271101,18,19460,24113,24870,4146380,1837,290608,4152,14.84,100423
21,1184674,80478,18167056,14102050,18,19460,24113,26134,4353620,1837,290608,4152,14.79,100423
